Entry	AlphaFoldDB	PDB	Ensembl	EnsemblBacteria	EnsemblFungi	EnsemblProtists
A0A2R8Y2A8	A0A2R8Y2A8;		ENST00000642989.2;			
A0A2R8Y2F0	A0A2R8Y2F0;		ENST00000469504.2;			
A0A2R8Y2F6	A0A2R8Y2F6;		ENST00000643187.1;			
A0A2R8Y2R1			ENST00000644682.1;			
A0A2R8Y2X6	A0A2R8Y2X6;		ENST00000642419.1;			
A0A2R8Y2Y1	A0A2R8Y2Y1;		ENST00000481229.2;			
A0A2R8Y3M4	A0A2R8Y3M4;		ENST00000645063.1;			
A0A2R8Y3M7			ENST00000642902.1;			
A0A2R8Y3M9	A0A2R8Y3M9;		ENST00000645635.1;			
A0A2R8Y3N3	A0A2R8Y3N3;		ENST00000642752.1;			
A0A2R8Y3S0	A0A2R8Y3S0;		ENST00000642244.1;			
A0A2R8Y3T0	A0A2R8Y3T0;		ENST00000555117.2;			
A0A2R8Y3W6	A0A2R8Y3W6;		ENST00000646908.1;			
A0A2R8Y3X2	A0A2R8Y3X2;		ENST00000645575.1;			
A0A2R8Y3X7	A0A2R8Y3X7;		ENST00000647161.1;			
A0A2R8Y416			ENST00000645445.1;			
A0A2R8Y420	A0A2R8Y420;		ENST00000646800.1;			
A0A2R8Y430	A0A2R8Y430;		ENST00000642498.1;			
A0A2R8Y437	A0A2R8Y437;		ENST00000645266.1;			
A0A2R8Y438	A0A2R8Y438;		ENST00000642443.1;			
A0A2R8Y440			ENST00000644065.1;			
A0A2R8Y448	A0A2R8Y448;		ENST00000642394.1;			
A0A2R8Y454	A0A2R8Y454;		ENST00000642980.1;			
A0A2R8Y473	A0A2R8Y473;		ENST00000644766.1;			
A0A2R8Y475	A0A2R8Y475;		ENST00000646993.1;			
A0A2R8Y484	A0A2R8Y484;		ENST00000644850.1;			
A0A2R8Y491	A0A2R8Y491;		ENST00000644823.1;			
A0A2R8Y492			ENST00000644650.1;			
A0A2R8Y495			ENST00000644175.1;ENST00000646088.1;			
A0A2R8Y4A2	A0A2R8Y4A2;		ENST00000645119.1;			
A0A2R8Y4C3	A0A2R8Y4C3;		ENST00000646861.1;			
A0A2R8Y4C5			ENST00000644327.1;			
A0A2R8Y4D1	A0A2R8Y4D1;		ENST00000646847.1;			
A0A2R8Y4D5	A0A2R8Y4D5;		ENST00000647478.1;			
A0A2R8Y4E3			ENST00000645109.1;ENST00000647018.1;			
A0A2R8Y4E6			ENST00000646262.1;			
A0A2R8Y4F3	A0A2R8Y4F3;		ENST00000645518.1;			
A0A2R8Y4F9	A0A2R8Y4F9;		ENST00000646740.1;			
A0A2R8Y4G1			ENST00000643555.2;ENST00000646309.2;			
A0A2R8Y4H1	A0A2R8Y4H1;		ENST00000645746.1;			
A0A2R8Y4I3	A0A2R8Y4I3;		ENST00000644314.1;			
A0A2R8Y4K2			ENST00000644593.1;			
A0A2R8Y4L0	A0A2R8Y4L0;		ENST00000644901.1;			
A0A2R8Y4L2	A0A2R8Y4L2;		ENST00000565308.3;ENST00000698152.1;			
A0A2R8Y4L6	A0A2R8Y4L6;		ENST00000641440.1;			
A0A2R8Y4L7			ENST00000645354.1;			
A0A2R8Y4M0			ENST00000643954.1;			
A0A2R8Y4M1	A0A2R8Y4M1;		ENST00000644878.1;			
A0A2R8Y4M3	A0A2R8Y4M3;		ENST00000503445.5;			
A0A2R8Y4N0			ENST00000642769.1;			
A0A2R8Y4N5	A0A2R8Y4N5;		ENST00000644357.2;			
A0A2R8Y4N6			ENST00000644848.1;			
A0A2R8Y4P3			ENST00000645140.1;			
A0A2R8Y4P8	A0A2R8Y4P8;		ENST00000644551.1;			
A0A2R8Y4Q0	A0A2R8Y4Q0;		ENST00000642285.1;			
A0A2R8Y4Q2	A0A2R8Y4Q2;		ENST00000645434.2;			
A0A2R8Y4R4	A0A2R8Y4R4;		ENST00000644553.1;			
A0A2R8Y4R7	A0A2R8Y4R7;		ENST00000642923.1;			
A0A2R8Y4S0	A0A2R8Y4S0;		ENST00000644140.1;			
A0A2R8Y4S2	A0A2R8Y4S2;		ENST00000645370.2;			
A0A2R8Y4S6	A0A2R8Y4S6;		ENST00000645174.1;			
A0A2R8Y4T1			ENST00000646520.1;			
A0A2R8Y4T4	A0A2R8Y4T4;		ENST00000644527.1;			
A0A2R8Y4U4			ENST00000414770.6;ENST00000646036.1;ENST00000646898.1;			
A0A2R8Y4U5	A0A2R8Y4U5;		ENST00000647417.1;			
A0A2R8Y4U7	A0A2R8Y4U7;		ENST00000644545.1;			
A0A2R8Y4V0			ENST00000644772.1;			
A0A2R8Y4W1	A0A2R8Y4W1;		ENST00000646080.1;			
A0A2R8Y4X0	A0A2R8Y4X0;		ENST00000644418.1;			
A0A2R8Y4X1	A0A2R8Y4X1;		ENST00000643610.1;			
A0A2R8Y4X2			ENST00000647483.1;			
A0A2R8Y4Y0	A0A2R8Y4Y0;		ENST00000643049.2;			
A0A2R8Y4Y8	A0A2R8Y4Y8;		ENST00000642343.2;ENST00000645128.1;			
A0A2R8Y4Z0			ENST00000646039.1;			
A0A2R8Y4Z4			ENST00000646902.1;			
A0A2R8Y504	A0A2R8Y504;		ENST00000647096.1;			
A0A2R8Y511	A0A2R8Y511;		ENST00000646410.1;			
A0A2R8Y518	A0A2R8Y518;		ENST00000643767.1;			
A0A2R8Y523			ENST00000642508.1;			
A0A2R8Y524	A0A2R8Y524;		ENST00000644159.1;			
A0A2R8Y526			ENST00000643857.1;			
A0A2R8Y531	A0A2R8Y531;		ENST00000643966.1;			
A0A2R8Y532	A0A2R8Y532;		ENST00000644049.1;			
A0A2R8Y534	A0A2R8Y534;		ENST00000642675.1;			
A0A2R8Y543	A0A2R8Y543;		ENST00000646074.1;			
A0A2R8Y546	A0A2R8Y546;		ENST00000642020.1;			
A0A2R8Y547			ENST00000444069.5;ENST00000642710.1;			
A0A2R8Y549			ENST00000642238.2;			
A0A2R8Y553	A0A2R8Y553;		ENST00000643672.1;			
A0A2R8Y555	A0A2R8Y555;		ENST00000643096.2;			
A0A2R8Y559	A0A2R8Y559;		ENST00000642405.2;			
A0A2R8Y566	A0A2R8Y566;		ENST00000644646.2;			
A0A2R8Y574			ENST00000643543.1;ENST00000699858.1;			
A0A2R8Y590			ENST00000491695.2;			
A0A2R8Y5A3	A0A2R8Y5A3;		ENST00000645276.1;			
A0A2R8Y5A6	A0A2R8Y5A6;		ENST00000643669.2;			
A0A2R8Y5B3	A0A2R8Y5B3;		ENST00000639623.1;			
A0A2R8Y5B5			ENST00000646596.1;			
A0A2R8Y5C3	A0A2R8Y5C3;		ENST00000642986.1;			
A0A2R8Y5D3	A0A2R8Y5D3;		ENST00000646433.1;			
A0A2R8Y5D4			ENST00000647107.2;			
A0A2R8Y5D8			ENST00000643260.1;			
A0A2R8Y5F1			ENST00000643088.1;			
A0A2R8Y5G6			ENST00000644677.1;ENST00000646107.1;			
A0A2R8Y5H7			ENST00000643020.1;			
A0A2R8Y5I4	A0A2R8Y5I4;		ENST00000642869.1;			
A0A2R8Y5J3	A0A2R8Y5J3;		ENST00000643272.1;			
A0A2R8Y5J6			ENST00000646265.1;			
A0A2R8Y5J9			ENST00000417015.3;ENST00000482824.3;ENST00000672336.1;ENST00000713694.1;ENST00000713695.1;			
A0A2R8Y5K2	A0A2R8Y5K2;		ENST00000644136.1;			
A0A2R8Y5K3			ENST00000645236.1;			
A0A2R8Y5L1	A0A2R8Y5L1;		ENST00000646988.1;			
A0A2R8Y5L2	A0A2R8Y5L2;		ENST00000645467.1;			
A0A2R8Y5L5	A0A2R8Y5L5;		ENST00000643451.2;			
A0A2R8Y5L8	A0A2R8Y5L8;		ENST00000647203.1;			
A0A2R8Y5M2	A0A2R8Y5M2;		ENST00000647351.1;			
A0A2R8Y5M4	A0A2R8Y5M4;		ENST00000477683.5;			
A0A2R8Y5M6	A0A2R8Y5M6;		ENST00000645377.1;			
A0A2R8Y5M7			ENST00000643448.1;			
A0A2R8Y5N1	A0A2R8Y5N1;		ENST00000647433.1;			
A0A2R8Y5N2	A0A2R8Y5N2;		ENST00000643583.1;			
A0A2R8Y5P1	A0A2R8Y5P1;		ENST00000642243.1;			
A0A2R8Y5P7			ENST00000645065.1;ENST00000646468.1;			
A0A2R8Y5P8			ENST00000646119.1;			
A0A2R8Y5Q3	A0A2R8Y5Q3;		ENST00000647110.1;			
A0A2R8Y5Q7			ENST00000646264.1;			
A0A2R8Y5Q8	A0A2R8Y5Q8;		ENST00000644217.1;			
A0A2R8Y5R1	A0A2R8Y5R1;		ENST00000642516.1;			
A0A2R8Y5R7	A0A2R8Y5R7;		ENST00000646943.1;			
A0A2R8Y5S3			ENST00000475903.7;ENST00000642617.1;ENST00000644097.1;			
A0A2R8Y5S7	A0A2R8Y5S7;		ENST00000646663.1;			
A0A2R8Y5T0			ENST00000644881.2;			
A0A2R8Y5T7			ENST00000643502.1;			
A0A2R8Y5U1			ENST00000646985.1;			
A0A2R8Y5U5	A0A2R8Y5U5;		ENST00000647196.1;			
A0A2R8Y5V4	A0A2R8Y5V4;		ENST00000644757.1;			
A0A2R8Y5W7			ENST00000643466.2;			
A0A2R8Y5X0			ENST00000647334.1;			
A0A2R8Y5X1			ENST00000645076.1;			
A0A2R8Y5X5	A0A2R8Y5X5;		ENST00000644816.1;			
A0A2R8Y5Y1	A0A2R8Y5Y1;		ENST00000643454.1;			
A0A2R8Y5Y7	A0A2R8Y5Y7;		ENST00000503277.6;			
A0A2R8Y5Z1	A0A2R8Y5Z1;		ENST00000647264.1;			
A0A2R8Y605	A0A2R8Y605;		ENST00000646737.1;			
A0A2R8Y606	A0A2R8Y606;		ENST00000646769.1;			
A0A2R8Y615	A0A2R8Y615;		ENST00000644324.1;			
A0A2R8Y621	A0A2R8Y621;		ENST00000646137.1;			
A0A2R8Y623	A0A2R8Y623;		ENST00000647131.1;			
A0A2R8Y628	A0A2R8Y628;		ENST00000646879.1;			
A0A2R8Y632	A0A2R8Y632;		ENST00000646930.1;			
A0A2R8Y635	A0A2R8Y635;		ENST00000645319.2;			
A0A2R8Y638	A0A2R8Y638;		ENST00000644122.1;			
A0A2R8Y642	A0A2R8Y642;		ENST00000646167.1;			
A0A2R8Y646	A0A2R8Y646;		ENST00000647252.1;			
A0A2R8Y647			ENST00000647063.1;			
A0A2R8Y648	A0A2R8Y648;		ENST00000509541.5;			
A0A2R8Y652	A0A2R8Y652;		ENST00000644116.1;			
A0A2R8Y653	A0A2R8Y653;		ENST00000642653.1;			
A0A2R8Y658	A0A2R8Y658;		ENST00000590121.2;			
A0A2R8Y670			ENST00000645186.2;			
A0A2R8Y679	A0A2R8Y679;		ENST00000647434.1;			
A0A2R8Y681			ENST00000645504.1;			
A0A2R8Y683	A0A2R8Y683;		ENST00000643164.1;			
A0A2R8Y687			ENST00000643215.2;			
A0A2R8Y690	A0A2R8Y690;		ENST00000644189.1;			
A0A2R8Y692	A0A2R8Y692;		ENST00000642206.2;			
A0A2R8Y695	A0A2R8Y695;		ENST00000647458.1;			
A0A2R8Y696	A0A2R8Y696;		ENST00000644201.1;			
A0A2R8Y698	A0A2R8Y698;		ENST00000644472.1;			
A0A2R8Y6A2			ENST00000646534.1;ENST00000687817.1;			
A0A2R8Y6A5	A0A2R8Y6A5;		ENST00000644596.1;			
A0A2R8Y6B6	A0A2R8Y6B6;		ENST00000643797.2;			
A0A2R8Y6B7			ENST00000532728.6;			
A0A2R8Y6B8	A0A2R8Y6B8;		ENST00000643134.1;			
A0A2R8Y6C9			ENST00000642365.2;			
A0A2R8Y6D0	A0A2R8Y6D0;		ENST00000644342.1;			
A0A2R8Y6D4			ENST00000647048.1;			
A0A2R8Y6E3			ENST00000643643.1;			
A0A2R8Y6E4	A0A2R8Y6E4;		ENST00000644750.1;			
A0A2R8Y6E8			ENST00000643105.1;			
A0A2R8Y6F3			ENST00000644030.1;			
A0A2R8Y6G0			ENST00000645927.2;			
A0A2R8Y6G8	A0A2R8Y6G8;		ENST00000643041.1;			
A0A2R8Y6H1	A0A2R8Y6H1;		ENST00000643876.1;			
A0A2R8Y6H2			ENST00000645039.2;			
A0A2R8Y6H4	A0A2R8Y6H4;		ENST00000643252.1;			
A0A2R8Y6I1			ENST00000642970.1;ENST00000643996.1;			
A0A2R8Y6I7			ENST00000646003.1;ENST00000647158.1;ENST00000682204.1;			
A0A2R8Y6J5			ENST00000642578.1;ENST00000647372.1;			
A0A2R8Y6K2	A0A2R8Y6K2;		ENST00000645897.1;			
A0A2R8Y6K6	A0A2R8Y6K6;		ENST00000643817.2;			
A0A2R8Y6L3	A0A2R8Y6L3;		ENST00000494077.6;			
A0A2R8Y6L6	A0A2R8Y6L6;		ENST00000643137.1;			
A0A2R8Y6M1	A0A2R8Y6M1;		ENST00000644611.1;			
A0A2R8Y6M7	A0A2R8Y6M7;		ENST00000645618.1;			
A0A2R8Y6N0	A0A2R8Y6N0;		ENST00000642350.1;			
A0A2R8Y6P0			ENST00000645506.1;			
A0A2R8Y6P7	A0A2R8Y6P7;		ENST00000557519.1;			
A0A2R8Y6Q0			ENST00000647015.1;			
A0A2R8Y6Q6	A0A2R8Y6Q6;		ENST00000643774.1;			
A0A2R8Y6Q7			ENST00000645328.1;			
A0A2R8Y6S1	A0A2R8Y6S1;		ENST00000644184.2;			
A0A2R8Y6S3			ENST00000642292.1;ENST00000642456.1;ENST00000699761.1;ENST00000699811.1;ENST00000699818.1;ENST00000699823.1;ENST00000699837.1;			
A0A2R8Y6U6	A0A2R8Y6U6;		ENST00000645725.1;			
A0A2R8Y6U7	A0A2R8Y6U7;		ENST00000416057.2;			
A0A2R8Y6V2			ENST00000643534.1;			
A0A2R8Y6V3	A0A2R8Y6V3;		ENST00000646098.1;			
A0A2R8Y6V7	A0A2R8Y6V7;		ENST00000646012.1;			
A0A2R8Y6W5	A0A2R8Y6W5;		ENST00000642748.1;			
A0A2R8Y6X0	A0A2R8Y6X0;		ENST00000645081.1;			
A0A2R8Y6X2	A0A2R8Y6X2;		ENST00000494921.2;			
A0A2R8Y6X9	A0A2R8Y6X9;		ENST00000644341.1;			
A0A2R8Y6Y1	A0A2R8Y6Y1;		ENST00000642721.1;			
A0A2R8Y6Y5			ENST00000642291.1;			
A0A2R8Y6Z7	A0A2R8Y6Z7;		ENST00000645533.1;			
A0A2R8Y701	A0A2R8Y701;		ENST00000643608.1;			
A0A2R8Y706			ENST00000645149.2;			
A0A2R8Y713			ENST00000644900.2;			
A0A2R8Y729	A0A2R8Y729;		ENST00000643307.1;			
A0A2R8Y735	A0A2R8Y735;		ENST00000644294.1;			
A0A2R8Y738	A0A2R8Y738;		ENST00000643707.1;			
A0A2R8Y740	A0A2R8Y740;		ENST00000646099.1;			
A0A2R8Y748	A0A2R8Y748;		ENST00000643890.1;			
A0A2R8Y750	A0A2R8Y750;		ENST00000642886.1;			
A0A2R8Y752	A0A2R8Y752;		ENST00000642668.1;			
A0A2R8Y761	A0A2R8Y761;		ENST00000645955.1;			
A0A2R8Y765	A0A2R8Y765;		ENST00000647515.1;			
A0A2R8Y781	A0A2R8Y781;		ENST00000646276.1;			
A0A2R8Y797	A0A2R8Y797;		ENST00000642160.1;			
A0A2R8Y7B7	A0A2R8Y7B7;		ENST00000543813.2;			
A0A2R8Y7B8			ENST00000644671.1;			
A0A2R8Y7C0			ENST00000484216.1;			
A0A2R8Y7C5	A0A2R8Y7C5;		ENST00000642556.1;			
A0A2R8Y7C8			ENST00000643946.1;			
A0A2R8Y7D0	A0A2R8Y7D0;	7MRJ;	ENST00000646160.1;			
A0A2R8Y7D8	A0A2R8Y7D8;		ENST00000647148.1;			
A0A2R8Y7E1	A0A2R8Y7E1;		ENST00000646984.1;			
A0A2R8Y7E2			ENST00000647032.1;			
A0A2R8Y7E7	A0A2R8Y7E7;		ENST00000644578.1;			
A0A2R8Y7F3	A0A2R8Y7F3;		ENST00000643208.1;			
A0A2R8Y7F9	A0A2R8Y7F9;		ENST00000642295.1;			
A0A2R8Y7G1	A0A2R8Y7G1;		ENST00000642825.1;			
A0A2R8Y7G6	A0A2R8Y7G6;		ENST00000647427.1;			
A0A2R8Y7H1	A0A2R8Y7H1;		ENST00000644393.1;			
A0A2R8Y7I1	A0A2R8Y7I1;		ENST00000643562.1;			
A0A2R8Y7I2	A0A2R8Y7I2;		ENST00000645759.1;			
A0A2R8Y7I9	A0A2R8Y7I9;		ENST00000645104.1;			
A0A2R8Y7J1	A0A2R8Y7J1;		ENST00000644609.1;			
A0A2R8Y7J8	A0A2R8Y7J8;		ENST00000647481.1;			
A0A2R8Y7K2			ENST00000645730.1;			
A0A2R8Y7K6	A0A2R8Y7K6;		ENST00000643407.1;			
A0A2R8Y7L2	A0A2R8Y7L2;		ENST00000645099.1;			
A0A2R8Y7M3	A0A2R8Y7M3;		ENST00000645527.1;			
A0A2R8Y7M6	A0A2R8Y7M6;		ENST00000644639.1;			
A0A2R8Y7N2	A0A2R8Y7N2;		ENST00000644498.1;			
A0A2R8Y7P0			ENST00000560751.1;			
A0A2R8Y7Q1			ENST00000644067.1;			
A0A2R8Y7Q3	A0A2R8Y7Q3;		ENST00000646092.1;			
A0A2R8Y7R1			ENST00000642390.1;ENST00000645045.1;			
A0A2R8Y7R8	A0A2R8Y7R8;	7N2P;	ENST00000646960.1;			
A0A2R8Y7R9			ENST00000644155.1;			
A0A2R8Y7S1	A0A2R8Y7S1;		ENST00000644011.1;			
A0A2R8Y7S7	A0A2R8Y7S7;		ENST00000645851.1;			
A0A2R8Y7T1	A0A2R8Y7T1;		ENST00000645187.1;			
A0A2R8Y7T2			ENST00000642322.3;ENST00000642424.1;ENST00000646627.1;			
A0A2R8Y7T6	A0A2R8Y7T6;		ENST00000646269.1;			
A0A2R8Y7U4	A0A2R8Y7U4;		ENST00000642459.1;			
A0A2R8Y7V2	A0A2R8Y7V2;		ENST00000643011.1;			
A0A2R8Y7W5			ENST00000643859.1;			
A0A2R8Y7W8			ENST00000642555.1;ENST00000643776.1;ENST00000645375.1;ENST00000645410.1;			
A0A2R8Y7X5			ENST00000644329.1;			
A0A2R8Y7X9	A0A2R8Y7X9;		ENST00000647543.1;			
A0A2R8Y7Y5	A0A2R8Y7Y5;		ENST00000643046.2;			
A0A2R8Y7Y7			ENST00000646746.1;			
A0A2R8Y7Z0	A0A2R8Y7Z0;		ENST00000644873.1;			
A0A2R8Y7Z3	A0A2R8Y7Z3;		ENST00000646519.1;			
A0A2R8Y7Z4	A0A2R8Y7Z4;		ENST00000642603.2;			
A0A2R8Y804	A0A2R8Y804;		ENST00000644138.1;			
A0A2R8Y809			ENST00000643410.1;ENST00000644838.1;ENST00000646536.1;			
A0A2R8Y815	A0A2R8Y815;		ENST00000644906.2;			
A0A2R8Y821	A0A2R8Y821;		ENST00000643128.1;			
A0A2R8Y822	A0A2R8Y822;		ENST00000642870.2;			
A0A2R8Y823	A0A2R8Y823;		ENST00000645280.1;			
A0A2R8Y829	A0A2R8Y829;		ENST00000643344.1;			
A0A2R8Y833	A0A2R8Y833;		ENST00000646106.1;			
A0A2R8Y849			ENST00000360830.9;ENST00000645440.1;			
A0A2R8Y851			ENST00000554075.2;			
A0A2R8Y852			ENST00000645010.1;			
A0A2R8Y855	A0A2R8Y855;		ENST00000646482.1;			
A0A2R8Y860	A0A2R8Y860;		ENST00000645303.1;			
A0A2R8Y862	A0A2R8Y862;		ENST00000644868.1;			
A0A2R8Y867	A0A2R8Y867;		ENST00000646487.1;			
A0A2R8Y872			ENST00000647536.1;			
A0A2R8Y875	A0A2R8Y875;		ENST00000646499.1;			
A0A2R8Y880			ENST00000646282.1;			
A0A2R8Y883	A0A2R8Y883;		ENST00000645990.1;			
A0A2R8Y893	A0A2R8Y893;		ENST00000641367.1;			
A0A2R8Y8A0			ENST00000645195.1;			
A0A2R8Y8C8	A0A2R8Y8C8;		ENST00000645489.1;			
A0A2R8YCE9	A0A2R8YCE9;		ENST00000646727.1;			
A0A2R8YCG4	A0A2R8YCG4;		ENST00000644484.1;			
A0A2R8YCH5	A0A2R8YCH5;		ENST00000647413.2;			
A0A2R8YCJ4	A0A2R8YCJ4;		ENST00000643682.1;			
A0A2R8YCJ5	A0A2R8YCJ5;		ENST00000546390.2;			
A0A2R8YCK1			ENST00000459963.6;ENST00000699540.1;ENST00000699545.1;			
A0A2R8YCL0	A0A2R8YCL0;		ENST00000646208.1;			
A0A2R8YCM3	A0A2R8YCM3;		ENST00000647384.1;			
A0A2R8YCP1	A0A2R8YCP1;		ENST00000646731.1;			
A0A2R8YCS4	A0A2R8YCS4;		ENST00000646703.2;			
A0A2R8YCT7	A0A2R8YCT7;		ENST00000647441.1;			
A0A2R8YCX2	A0A2R8YCX2;		ENST00000642995.1;			
A0A2R8YCZ4	A0A2R8YCZ4;		ENST00000644167.1;			
A0A2R8YD12	A0A2R8YD12;		ENST00000642543.1;			
A0A2R8YD14			ENST00000476545.6;			
A0A2R8YD19	A0A2R8YD19;		ENST00000642903.1;			
A0A2R8YD22	A0A2R8YD22;		ENST00000643650.1;			
A0A2R8YD28			ENST00000484589.2;			
A0A2R8YD45	A0A2R8YD45;		ENST00000644218.1;			
A0A2R8YD46	A0A2R8YD46;		ENST00000644779.1;			
A0A2R8YD49	A0A2R8YD49;		ENST00000644702.1;			
A0A2R8YD50	A0A2R8YD50;		ENST00000646058.1;			
A0A2R8YD57	A0A2R8YD57;		ENST00000646248.1;			
A0A2R8YD63			ENST00000642236.1;			
A0A2R8YD64	A0A2R8YD64;		ENST00000644644.1;			
A0A2R8YD68	A0A2R8YD68;		ENST00000644375.1;			
A0A2R8YD71	A0A2R8YD71;		ENST00000643884.1;			
A0A2R8YD78	A0A2R8YD78;		ENST00000644909.1;			
A0A2R8YD85			ENST00000645028.1;			
A0A2R8YD94	A0A2R8YD94;		ENST00000647086.1;			
A0A2R8YD95	A0A2R8YD95;		ENST00000644526.2;			
A0A2R8YDA1	A0A2R8YDA1;		ENST00000645061.1;			
A0A2R8YDA3	A0A2R8YDA3;		ENST00000645773.1;			
A0A2R8YDB8			ENST00000643581.2;			
A0A2R8YDC7	A0A2R8YDC7;		ENST00000645756.2;			
A0A2R8YDD5	A0A2R8YDD5;		ENST00000644803.1;			
A0A2R8YDE6			ENST00000469223.6;ENST00000477561.6;ENST00000643934.1;ENST00000697320.1;			
A0A2R8YDG0			ENST00000642271.1;			
A0A2R8YDG6	A0A2R8YDG6;		ENST00000644675.1;			
A0A2R8YDH3	A0A2R8YDH3;		ENST00000645589.1;			
A0A2R8YDH4			ENST00000642889.1;			
A0A2R8YDI1			ENST00000646649.1;			
A0A2R8YDJ6	A0A2R8YDJ6;		ENST00000642331.1;			
A0A2R8YDK2	A0A2R8YDK2;		ENST00000645053.1;			
A0A2R8YDL2	A0A2R8YDL2;		ENST00000642227.1;			
A0A2R8YDL9			ENST00000642680.2;			
A0A2R8YDM0	A0A2R8YDM0;		ENST00000643810.1;			
A0A2R8YDN7	A0A2R8YDN7;		ENST00000642744.2;			
A0A2R8YDQ0			ENST00000643536.1;ENST00000647331.1;			
A0A2R8YDQ1	A0A2R8YDQ1;		ENST00000643649.1;			
A0A2R8YDQ5	A0A2R8YDQ5;		ENST00000644635.1;			
A0A2R8YDR3			ENST00000644399.1;			
A0A2R8YDR8	A0A2R8YDR8;		ENST00000479577.2;			
A0A2R8YDT5	A0A2R8YDT5;		ENST00000646679.1;			
A0A2R8YDU7	A0A2R8YDU7;		ENST00000645442.1;			
A0A2R8YDW2	A0A2R8YDW2;		ENST00000644352.1;			
A0A2R8YDW4	A0A2R8YDW4;		ENST00000643403.1;			
A0A2R8YDX3	A0A2R8YDX3;		ENST00000646207.1;			
A0A2R8YDZ2			ENST00000642561.1;			
A0A2R8YE10	A0A2R8YE10;		ENST00000643970.2;			
A0A2R8YE16	A0A2R8YE16;		ENST00000643903.1;			
A0A2R8YE18	A0A2R8YE18;		ENST00000644912.1;			
A0A2R8YE46	A0A2R8YE46;		ENST00000478480.2;			
A0A2R8YE48	A0A2R8YE48;		ENST00000642707.1;			
A0A2R8YE59			ENST00000642488.1;			
A0A2R8YE60			ENST00000644425.1;			
A0A2R8YE69			ENST00000645160.1;ENST00000647116.1;			
A0A2R8YE73			ENST00000646505.1;ENST00000647492.1;			
A0A2R8YE75			ENST00000644421.1;			
A0A2R8YE78	A0A2R8YE78;		ENST00000644595.1;			
A0A2R8YE79	A0A2R8YE79;		ENST00000645348.1;			
A0A2R8YE99	A0A2R8YE99;		ENST00000645262.1;			
A0A2R8YEA0			ENST00000643327.2;			
A0A2R8YEC1			ENST00000636524.3;ENST00000642454.1;ENST00000647387.1;ENST00000713973.1;			
A0A2R8YEC5			ENST00000618707.2;			
A0A2R8YEE5			ENST00000645884.1;ENST00000683456.1;			
A0A2R8YEF0	A0A2R8YEF0;		ENST00000460480.2;			
A0A2R8YEF5	A0A2R8YEF5;		ENST00000646643.1;			
A0A2R8YEG4			ENST00000645240.1;ENST00000647281.1;			
A0A2R8YEG7	A0A2R8YEG7;		ENST00000642259.1;			
A0A2R8YEH1	A0A2R8YEH1;		ENST00000646272.1;			
A0A2R8YEH2	A0A2R8YEH2;		ENST00000643159.1;			
A0A2R8YEH3			ENST00000643497.1;ENST00000646298.1;			
A0A2R8YEH4	A0A2R8YEH4;		ENST00000646716.1;			
A0A2R8YEK7	A0A2R8YEK7;		ENST00000644844.1;			
A0A2R8YEL6	A0A2R8YEL6;		ENST00000643939.1;			
A0A2R8YEM2	A0A2R8YEM2;		ENST00000645953.1;			
A0A2R8YEM3	A0A2R8YEM3;		ENST00000645079.1;			
A0A2R8YEM5	A0A2R8YEM5;		ENST00000646660.1;			
A0A2R8YEP4	A0A2R8YEP4;		ENST00000643519.1;			
A0A2R8YEQ5			ENST00000642681.2;			
A0A2R8YEQ9	A0A2R8YEQ9;		ENST00000646564.2;			
A0A2R8YES3	A0A2R8YES3;		ENST00000646283.1;			
A0A2R8YES7	A0A2R8YES7;		ENST00000645736.1;			
A0A2R8YEV2			ENST00000642496.1;			
A0A2R8YEV3			ENST00000643942.1;ENST00000645870.1;			
A0A2R8YEW1	A0A2R8YEW1;		ENST00000645091.1;			
A0A2R8YEW3			ENST00000643277.2;ENST00000644387.2;			
A0A2R8YEX0	A0A2R8YEX0;		ENST00000644775.1;			
A0A2R8YEY2	A0A2R8YEY2;		ENST00000642441.1;			
A0A2R8YEY5	A0A2R8YEY5;		ENST00000646188.1;			
A0A2R8YEY8	A0A2R8YEY8;		ENST00000644613.1;			
A0A2R8YEZ4			ENST00000643341.1;ENST00000646700.1;			
A0A2R8YF01	A0A2R8YF01;		ENST00000491789.2;			
A0A2R8YF29			ENST00000646394.1;			
A0A2R8YF43	A0A2R8YF43;		ENST00000644885.1;			
A0A2R8YF58	A0A2R8YF58;		ENST00000647268.1;			
A0A2R8YF61	A0A2R8YF61;		ENST00000643915.1;			
A0A2R8YF65			ENST00000646573.2;			
A0A2R8YF67	A0A2R8YF67;		ENST00000643112.1;			
A0A2R8YF72	A0A2R8YF72;		ENST00000644820.1;			
A0A2R8YF74			ENST00000645985.1;			
A0A2R8YF80			ENST00000646183.1;			
A0A2R8YF87	A0A2R8YF87;		ENST00000643696.1;			
A0A2R8YF99			ENST00000370791.9;ENST00000643143.2;ENST00000645526.1;			
A0A2R8YFA1	A0A2R8YFA1;		ENST00000646172.1;			
A0A2R8YFA5	A0A2R8YFA5;		ENST00000645101.1;			
A0A2R8YFB3			ENST00000645760.1;			
A0A2R8YFD9	A0A2R8YFD9;		ENST00000647296.1;			
A0A2R8YFE3	A0A2R8YFE3;		ENST00000643522.1;			
A0A2R8YFF4			ENST00000642334.1;			
A0A2R8YFH0	A0A2R8YFH0;		ENST00000645339.1;			
A0A2R8YFH3	A0A2R8YFH3;		ENST00000644972.1;			
