Entry	AlphaFoldDB	PDB	Ensembl
Q9D6K5	Q9D6K5;		ENSMUST00000114201.3 [Q9D6K5-3];ENSMUST00000163402.8 [Q9D6K5-1];ENSMUST00000164386.8 [Q9D6K5-4];ENSMUST00000169158.2 [Q9D6K5-2];
Q9D6K9	Q9D6K9;	2CQX;5E8N;5E8O;5E8P;	ENSMUST00000023762.13 [Q9D6K9-1];ENSMUST00000109035.11 [Q9D6K9-2];
Q9D6N1	Q9D6N1;		ENSMUST00000029071.9;
Q9D6R2	Q9D6R2;		ENSMUST00000167866.2 [Q9D6R2-1];
Q9D6T0	Q9D6T0;		ENSMUST00000003513.11 [Q9D6T0-1];ENSMUST00000107829.9 [Q9D6T0-2];
Q9D6X5	Q9D6X5;		ENSMUST00000073228.12 [Q9D6X5-1];ENSMUST00000109858.2 [Q9D6X5-2];ENSMUST00000109859.9 [Q9D6X5-2];ENSMUST00000109861.8 [Q9D6X5-1];
Q9D6Y1	Q9D6Y1;		ENSMUST00000027988.8;
Q9D6Y7	Q9D6Y7;	2L90;6AGV;	ENSMUST00000067927.9 [Q9D6Y7-1];ENSMUST00000210428.2 [Q9D6Y7-4];
Q9D6Z0	Q9D6Z0;		ENSMUST00000002737.7 [Q9D6Z0-1];ENSMUST00000074141.14 [Q9D6Z0-2];
Q9D6Z6	Q9D6Z6;		ENSMUST00000028363.2;
Q9D700	Q9D700;		ENSMUST00000036631.14;ENSMUST00000161713.2;ENSMUST00000170204.8;
Q9D708	Q9D708;		ENSMUST00000098910.3;ENSMUST00000098911.10;ENSMUST00000107331.8;ENSMUST00000107333.8;ENSMUST00000107334.8;ENSMUST00000107335.2;
Q9D709	Q9D709;		ENSMUST00000001456.11;ENSMUST00000107552.2;ENSMUST00000107553.8;
Q9D733	Q9D733;		ENSMUST00000033255.8;
Q9D752	Q9D752;	4FJO;5O8K;6EKJ;6EKL;6EKM;	ENSMUST00000030860.9;ENSMUST00000084129.9;
Q9D777	Q9D777;	1U5X;1U5Y;1U5Z;1XU1;1XU2;3K48;	
Q9D783	Q9D783;		
Q9D787	Q9D787;		ENSMUST00000023455.14;ENSMUST00000164458.10;ENSMUST00000231712.2;
Q9D7C9	Q9D7C9;		ENSMUST00000005069.8;
Q9D7F7	Q9D7F7;		ENSMUST00000029049.7;
Q9D7G0	Q9D7G0;		ENSMUST00000033809.4;
Q9D7I0	Q9D7I0;		ENSMUST00000026737.12 [Q9D7I0-1];ENSMUST00000112059.10 [Q9D7I0-2];ENSMUST00000154184.5 [Q9D7I0-3];ENSMUST00000200515.5 [Q9D7I0-5];
Q9D7I8	Q9D7I8;		ENSMUST00000029183.3 [Q9D7I8-1];
Q9D7L8	Q9D7L8;		ENSMUST00000072633.4;ENSMUST00000102495.8;
Q9D7P6	Q9D7P6;	1WFZ;	ENSMUST00000026937.12;
Q9D7Q1	Q9D7Q1;		ENSMUST00000086475.3 [Q9D7Q1-1];ENSMUST00000159963.8 [Q9D7Q1-1];ENSMUST00000160060.8 [Q9D7Q1-2];
Q9D7R2	Q9D7R2;		
Q9D7S0	Q9D7S0;		ENSMUST00000013787.11;ENSMUST00000108826.3;
Q9D7S9	Q9D7S9;		ENSMUST00000030128.6;
Q9D7V9	Q9D7V9;	6DXY;	ENSMUST00000113102.10;
Q9D7W5	Q9D7W5;	6W1S;8T1I;8T1L;	ENSMUST00000019229.15;
Q9D7X3	Q9D7X3;	8TO0;	ENSMUST00000003612.13;ENSMUST00000107172.8;
Q9D7Z6	Q9D7Z6;		ENSMUST00000029919.7;
Q9D806	Q9D806;		ENSMUST00000034413.8;
Q9D808	Q9D808;		
Q9D816	Q9D816;		ENSMUST00000025966.5;
Q9D818	Q9D818;		ENSMUST00000028329.13 [Q9D818-2];ENSMUST00000100323.3 [Q9D818-3];ENSMUST00000114293.9 [Q9D818-1];
Q9D823	Q9D823;	6SWA;7CPU;7CPV;7LS1;7LS2;	ENSMUST00000045356.9;
Q9D842	Q9D842;		ENSMUST00000032130.8 [Q9D842-1];ENSMUST00000065997.5 [Q9D842-3];
Q9D850	Q9D850;		ENSMUST00000029891.12 [Q9D850-1];ENSMUST00000154922.8 [Q9D850-2];
Q9D856	Q9D856;		ENSMUST00000042666.13;ENSMUST00000167859.2;
Q9D892	Q9D892;		ENSMUST00000103193.5;
Q9D8B1	Q9D8B1;		ENSMUST00000019942.6 [Q9D8B1-1];ENSMUST00000162610.8 [Q9D8B1-2];
Q9D8B3	Q9D8B3;		ENSMUST00000044277.10;
Q9D8B6	Q9D8B6;		ENSMUST00000028995.5;
Q9D8B7	Q9D8B7;	5GMI;	ENSMUST00000034472.16;
Q9D8C3	Q9D8C3;		ENSMUST00000070801.11 [Q9D8C3-2];
Q9D8C4	Q9D8C4;		ENSMUST00000010502.13;
Q9D8D0	Q9D8D0;		ENSMUST00000089161.10 [Q9D8D0-1];
Q9D8E6	Q9D8E6;	6SWA;7CPU;7CPV;7LS1;7LS2;	ENSMUST00000034966.9;
Q9D8F1	Q9D8F1;		ENSMUST00000041100.4 [Q9D8F1-1];ENSMUST00000100568.3 [Q9D8F1-2];
Q9D8H7	Q9D8H7;		ENSMUST00000035780.4 [Q9D8H7-1];
Q9D8I1	Q9D8I1;		ENSMUST00000025211.6;
Q9D8K8	Q9D8K8;		ENSMUST00000018821.9;
Q9D8M3	Q9D8M3;		ENSMUST00000117892.2;
Q9D8M7	Q9D8M7;		
Q9D8S4	Q9D8S4;		ENSMUST00000034524.5;
Q9D8T2	Q9D8T2;	6AO3;6KMV;6N9N;6VIE;	ENSMUST00000023238.6;
Q9D8T7	Q9D8T7;		ENSMUST00000160488.8 [Q9D8T7-2];ENSMUST00000161023.8 [Q9D8T7-1];
Q9D8U4	Q9D8U4;		ENSMUST00000057679.10;
Q9D8U8	Q9D8U8;	5TP1;	ENSMUST00000028909.5;ENSMUST00000110030.10;
Q9D8V0	Q9D8V0;	1INQ;1JUF;	ENSMUST00000089059.9 [Q9D8V0-4];ENSMUST00000125366.8 [Q9D8V0-1];
Q9D8Y7	Q9D8Y7;		ENSMUST00000013851.4;
Q9D8Y8	Q9D8Y8;		ENSMUST00000027505.13 [Q9D8Y8-1];ENSMUST00000190476.2 [Q9D8Y8-2];
Q9D8Z2	Q9D8Z2;		ENSMUST00000031508.5;
Q9D906	Q9D906;		ENSMUST00000032457.17;ENSMUST00000182793.8;ENSMUST00000182902.8;
Q9D915	Q9D915;		ENSMUST00000052622.6;
Q9D925	Q9D925;		ENSMUST00000077706.10;ENSMUST00000120918.8;
Q9D945	Q9D945;		ENSMUST00000020444.16 [Q9D945-1];ENSMUST00000130198.3 [Q9D945-1];
Q9D952	Q9D952;		ENSMUST00000037007.4;
Q9D964	Q9D964;		ENSMUST00000028624.9;
Q9D967	Q9D967;	1U7O;1U7P;	ENSMUST00000002400.7;
Q9D968	Q9D968;	1WFT;	ENSMUST00000020478.14;
Q9D992	Q9D992;		ENSMUST00000025699.9 [Q9D992-2];ENSMUST00000113528.2 [Q9D992-1];
Q9D995	Q9D995;		ENSMUST00000103107.5 [Q9D995-1];
Q9D9D3	Q9D9D3;		ENSMUST00000040217.6;
Q9D9D8	Q9D9D8;	8I7O;8I7R;8IYJ;	ENSMUST00000026018.4;
Q9D9I4	Q9D9I4;		ENSMUST00000028963.14;
Q9D9J7	Q9D9J7;	5B5K;	ENSMUST00000033100.5;
Q9D9M2	Q9D9M2;		ENSMUST00000085614.6 [Q9D9M2-1];
Q9D9Q6	Q9D9Q6;		ENSMUST00000019876.12;
Q9D9R0	Q9D9R0;		ENSMUST00000050004.3 [Q9D9R0-2];ENSMUST00000234316.2 [Q9D9R0-1];
Q9D9T8	Q9D9T8;	8I7O;8I7R;8IYJ;8TO0;	
Q9D9U9	Q9D9U9;	8I7R;8IYJ;8TO0;	ENSMUST00000085894.12;
Q9D9V2	Q9D9V2;		ENSMUST00000030309.6 [Q9D9V2-1];ENSMUST00000107097.9 [Q9D9V2-2];
Q9D9V4	Q9D9V4;	7DMP;8WZB;8X2U;	ENSMUST00000024762.3;
Q9D9W1	Q9D9W1;		ENSMUST00000010280.11 [Q9D9W1-2];ENSMUST00000066319.8 [Q9D9W1-1];
Q9D9X6	Q9D9X6;		ENSMUST00000038223.8;
Q9D9X8	Q9D9X8;	4YF2;	ENSMUST00000103222.4 [Q9D9X8-2];ENSMUST00000103223.8 [Q9D9X8-2];
Q9D9Z1	Q9D9Z1;		ENSMUST00000134661.8;
Q9DA08	Q9DA08;		ENSMUST00000032956.10;
Q9DA19	Q9DA19;		ENSMUST00000058615.10 [Q9DA19-1];
Q9DA32	Q9DA32;		
Q9DA37	Q9DA37;		ENSMUST00000022292.10;
Q9DA48	Q9DA48;		ENSMUST00000029927.6;
Q9DA75	Q9DA75;	7N98;	ENSMUST00000030408.12;
Q9DA79	Q9DA79;		ENSMUST00000034371.9;
Q9DA80	Q9DA80;	8WZB;8X2U;	ENSMUST00000024572.10;
Q9DA97	Q9DA97;		
Q9DAA4	Q9DAA4;		ENSMUST00000031967.6;
Q9DAG4	Q9DAG4;	8IYJ;	ENSMUST00000063456.5 [Q9DAG4-1];
Q9DAG5	Q9DAG5;		ENSMUST00000040609.9;
Q9DAG6	Q9DAG6;		ENSMUST00000073617.5;
Q9DAH2	Q9DAH2;		ENSMUST00000052211.4;
Q9DAJ4	Q9DAJ4;		ENSMUST00000093357.12 [Q9DAJ4-1];ENSMUST00000149050.2 [Q9DAJ4-2];
Q9DAK2	Q9DAK2;	8I7O;8I7R;8IYJ;8TO0;	ENSMUST00000041463.7;
Q9DAM2	Q9DAM2;	7EEB;	ENSMUST00000054327.3;
Q9DAN6	Q9DAN6;	6X46;	ENSMUST00000023129.15;ENSMUST00000136480.8;ENSMUST00000141364.8;ENSMUST00000146675.8;ENSMUST00000153930.8;
Q9DAP7	Q9DAP7;		ENSMUST00000005607.9;
Q9DAQ9	Q9DAQ9;		ENSMUST00000034473.7 [Q9DAQ9-1];ENSMUST00000214287.2 [Q9DAQ9-2];
Q9DAR7	Q9DAR7;	1VLR;	ENSMUST00000034539.12;
Q9DAU1	Q9DAU1;		ENSMUST00000059844.13 [Q9DAU1-1];
Q9DAV9	Q9DAV9;		ENSMUST00000030127.13;
Q9DAX2	Q9DAX2;		ENSMUST00000063879.13 [Q9DAX2-1];
Q9DAZ9	Q9DAZ9;	1WFK;2D8V;	ENSMUST00000090174.11;
Q9DB00	Q9DB00;	1UG2;	ENSMUST00000081695.15;
Q9DB05	Q9DB05;		ENSMUST00000006181.7;
Q9DB07	Q9DB07;		ENSMUST00000002099.11;ENSMUST00000118186.2;ENSMUST00000239014.2;
Q9DB10	Q9DB10;		ENSMUST00000023086.15;
Q9DB34	Q9DB34;		ENSMUST00000005711.6;ENSMUST00000210587.2;
Q9DB40	Q9DB40;	6W1S;8T1I;8T1L;	ENSMUST00000028139.11 [Q9DB40-1];ENSMUST00000113830.11 [Q9DB40-2];
Q9DB50	Q9DB50;		ENSMUST00000069041.15;
Q9DB60	Q9DB60;		ENSMUST00000030935.10;
Q9DB77	Q9DB77;	7O37;7O3C;7O3E;7O3H;8IAO;8IAR;8IB4;8IB7;8IB9;8IBC;8IBD;8IBG;8IC2;8IC5;8PW5;8PW6;8PW7;	ENSMUST00000033176.7;
Q9DB96	Q9DB96;		ENSMUST00000022815.10;
Q9DBA6	Q9DBA6;		ENSMUST00000020284.5;
Q9DBB1	Q9DBB1;		ENSMUST00000020118.5;
Q9DBC7	Q9DBC7;		ENSMUST00000049527.7;ENSMUST00000106677.8;
Q9DBD0	Q9DBD0;	3MC2;	ENSMUST00000035163.10;
Q9DBD2	Q9DBD2;		ENSMUST00000079012.13;ENSMUST00000101032.10;
Q9DBD5	Q9DBD5;		ENSMUST00000019065.10;
Q9DBE0	Q9DBE0;	6ZEK;7A0A;	ENSMUST00000023805.3;
Q9DBF1	Q9DBF1;		ENSMUST00000066208.13 [Q9DBF1-1];ENSMUST00000174518.8 [Q9DBF1-2];
Q9DBG1	Q9DBG1;		ENSMUST00000027356.7;
Q9DBG3	Q9DBG3;	6OWO;6OXL;7RW8;7RW9;7RWA;7RWB;7RWC;8T1O;	ENSMUST00000018875.13 [Q9DBG3-2];ENSMUST00000065692.14 [Q9DBG3-1];
Q9DBG9	Q9DBG9;	3DIW;3DJ1;3DJ3;	ENSMUST00000040687.12;
Q9DBH0	Q9DBH0;		ENSMUST00000166615.3;
Q9DBI0	Q9DBI0;		ENSMUST00000017086.5 [Q9DBI0-1];ENSMUST00000229516.2 [Q9DBI0-2];ENSMUST00000230159.2 [Q9DBI0-3];
Q9DBI2	Q9DBI2;		ENSMUST00000040454.5;
Q9DBJ1	Q9DBJ1;		ENSMUST00000011896.8;
Q9DBK0	Q9DBK0;		ENSMUST00000022120.5;
Q9DBL1	Q9DBL1;		ENSMUST00000015829.15;
Q9DBL7	Q9DBL7;	2F6R;	ENSMUST00000001806.10;ENSMUST00000107308.4;
Q9DBL9	Q9DBL9;	5A4H;	ENSMUST00000111497.5 [Q9DBL9-2];ENSMUST00000156520.8 [Q9DBL9-1];
Q9DBM0	Q9DBM0;		ENSMUST00000045714.15 [Q9DBM0-1];
Q9DBM2	Q9DBM2;		ENSMUST00000023559.7;
Q9DBN5	Q9DBN5;		ENSMUST00000034141.18 [Q9DBN5-1];ENSMUST00000122188.10 [Q9DBN5-3];ENSMUST00000155433.10 [Q9DBN5-2];
Q9DBN9	Q9DBN9;		ENSMUST00000027655.8 [Q9DBN9-1];
Q9DBP0	Q9DBP0;		ENSMUST00000094787.8;
Q9DBP5	Q9DBP5;		
Q9DBQ7	Q9DBQ7;		ENSMUST00000027876.11 [Q9DBQ7-1];ENSMUST00000161908.8 [Q9DBQ7-3];ENSMUST00000162234.2 [Q9DBQ7-2];ENSMUST00000170359.8 [Q9DBQ7-3];
Q9DBR0	Q9DBR0;		ENSMUST00000002699.7;
Q9DBR1	Q9DBR1;		ENSMUST00000028921.6 [Q9DBR1-1];
Q9DBR4	Q9DBR4;	1WGU;2ROZ;2YSZ;2YT0;2YT1;	ENSMUST00000159786.8 [Q9DBR4-3];ENSMUST00000162349.8 [Q9DBR4-1];
Q9DBR7	Q9DBR7;		ENSMUST00000070663.6 [Q9DBR7-2];ENSMUST00000219263.2 [Q9DBR7-1];
Q9DBS1	Q9DBS1;		ENSMUST00000032183.6;
Q9DBS2	Q9DBS2;		ENSMUST00000030896.15;
Q9DBT4	Q9DBT4;		ENSMUST00000064831.6 [Q9DBT4-1];ENSMUST00000184973.8 [Q9DBT4-1];ENSMUST00000185072.8 [Q9DBT4-1];
Q9DBT5	Q9DBT5;		ENSMUST00000078912.7 [Q9DBT5-2];ENSMUST00000102637.8 [Q9DBT5-1];ENSMUST00000102638.8 [Q9DBT5-1];
Q9DBU2	Q9DBU2;		ENSMUST00000115860.8;ENSMUST00000150655.3;ENSMUST00000186375.8;
Q9DBU3	Q9DBU3;		ENSMUST00000025270.8;
Q9DBU5	Q9DBU5;		ENSMUST00000067837.10;ENSMUST00000161859.8;ENSMUST00000169407.9;
Q9DBV4	Q9DBV4;	6JO7;6NK3;6NK6;6NK7;8EWF;8SQN;	ENSMUST00000030947.4;
Q9DBX1	Q9DBX1;		ENSMUST00000022595.8;
Q9DBX5			ENSMUST00000111926.9;
Q9DBX6	Q9DBX6;		ENSMUST00000043314.10;
Q9DBX7	Q9DBX7;		ENSMUST00000040821.5;
Q9DBY0	Q9DBY0;		ENSMUST00000113265.8 [Q9DBY0-2];
Q9DBY1	Q9DBY1;		
Q9DBY8	Q9DBY8;	2RRE;	ENSMUST00000027797.9;
Q9DBZ5	Q9DBZ5;		ENSMUST00000066070.7 [Q9DBZ5-1];ENSMUST00000207683.2 [Q9DBZ5-2];
Q9DBZ9			
Q9DC04	Q9DC04;	1WHD;	ENSMUST00000084521.11 [Q9DC04-3];ENSMUST00000107420.8 [Q9DC04-1];ENSMUST00000107424.2 [Q9DC04-6];
Q9DC23	Q9DC23;	3APO;3APQ;3APS;5AYK;5AYL;	ENSMUST00000028392.8;
Q9DC26	Q9DC26;		ENSMUST00000031655.4;ENSMUST00000118527.8;
Q9DC28	Q9DC28;	4JJR;5X17;	ENSMUST00000018274.10 [Q9DC28-1];ENSMUST00000070575.14 [Q9DC28-2];
Q9DC29	Q9DC29;		ENSMUST00000027396.15;
Q9DC33	Q9DC33;		ENSMUST00000034879.5 [Q9DC33-1];ENSMUST00000214869.2 [Q9DC33-4];ENSMUST00000215269.2 [Q9DC33-1];ENSMUST00000217518.2 [Q9DC33-2];
Q9DC37	Q9DC37;	8R8Q;	ENSMUST00000029344.10;
Q9DC40	Q9DC40;	4CKT;4CSE;	ENSMUST00000024987.6 [Q9DC40-1];ENSMUST00000115181.9 [Q9DC40-1];
Q9DC50	Q9DC50;	1XL7;1XL8;1XMC;1XMD;	ENSMUST00000003720.5;
Q9DC51	Q9DC51;	3AB3;	ENSMUST00000000001.5;
Q9DC70	Q9DC70;	6G2J;6G72;6ZR2;6ZTQ;7AK5;7AK6;7B93;7PSA;8C2S;8CA3;8CA5;8IAO;8IAP;8IB4;8IB5;8IB9;8IBA;8IBD;8IBE;8IC2;8IC3;8OLT;8OM1;8PW5;8PW6;8PW7;8RGP;8RGQ;8RGR;8RGT;	ENSMUST00000020361.7;ENSMUST00000105364.8;
Q9DCA7	Q9DCA7;		ENSMUST00000026541.15;ENSMUST00000166758.4;ENSMUST00000211044.2;ENSMUST00000211283.2;
Q9DCB1	Q9DCB1;		ENSMUST00000161796.9 [Q9DCB1-2];ENSMUST00000162246.9 [Q9DCB1-1];ENSMUST00000185315.7 [Q9DCB1-3];ENSMUST00000190154.2 [Q9DCB1-3];
Q9DCB4	Q9DCB4;		ENSMUST00000035085.12 [Q9DCB4-4];ENSMUST00000070218.12 [Q9DCB4-3];ENSMUST00000111872.9 [Q9DCB4-3];ENSMUST00000161412.8 [Q9DCB4-8];ENSMUST00000162065.8 [Q9DCB4-3];ENSMUST00000162097.8 [Q9DCB4-1];ENSMUST00000164754.9 [Q9DCB4-1];ENSMUST00000172380.10 [Q9DCB4-2];ENSMUST00000178410.2 [Q9DCB4-2];
Q9DCC8	Q9DCC8;		ENSMUST00000179857.3;
Q9DCD5	Q9DCD5;		ENSMUST00000012440.14 [Q9DCD5-2];ENSMUST00000164342.10 [Q9DCD5-2];ENSMUST00000180283.2 [Q9DCD5-2];ENSMUST00000225080.2 [Q9DCD5-2];ENSMUST00000225413.2 [Q9DCD5-1];
Q9DCD6	Q9DCD6;	5YIR;6A9X;7FB5;	ENSMUST00000018711.15;
Q9DCE9	Q9DCE9;		ENSMUST00000035266.11;
Q9DCF1	Q9DCF1;		ENSMUST00000002100.8 [Q9DCF1-1];
Q9DCH4	Q9DCH4;		ENSMUST00000033342.7;
Q9DCH6	Q9DCH6;		ENSMUST00000069537.3;ENSMUST00000178385.9;ENSMUST00000209117.2;
Q9DCJ1	Q9DCJ1;		ENSMUST00000070888.14;ENSMUST00000179163.3;ENSMUST00000234335.2;ENSMUST00000234686.2;
Q9DCJ5	Q9DCJ5;	6G2J;6G72;6ZR2;6ZTQ;7AK5;7AK6;7B93;7PSA;8C2S;8CA3;8CA5;8IAO;8IAP;8IAQ;8IB4;8IB5;8IB6;8IB9;8IBA;8IBB;8IBD;8IBE;8IBF;8IC2;8IC3;8IC4;8OLT;8OM1;8PW5;8PW6;8PW7;8RGP;8RGQ;8RGR;8RGT;	ENSMUST00000070112.6;
Q9DCM0	Q9DCM0;		ENSMUST00000077191.7;
Q9DCM2	Q9DCM2;		ENSMUST00000031897.8;
Q9DCN1	Q9DCN1;	6O3P;	ENSMUST00000025065.12 [Q9DCN1-1];ENSMUST00000174122.2 [Q9DCN1-2];
Q9DCP2	Q9DCP2;		ENSMUST00000010208.14;ENSMUST00000167868.8;ENSMUST00000177567.8;ENSMUST00000193932.6;
Q9DCP9	Q9DCP9;		ENSMUST00000000356.10;
Q9DCR2	Q9DCR2;		ENSMUST00000025357.9;
Q9DCS3	Q9DCS3;		ENSMUST00000030742.11;
Q9DCT2	Q9DCT2;	6G2J;6G72;6ZR2;6ZTQ;7AK5;7AK6;7B93;7PSA;8C2S;8CA3;8CA5;8IAO;8IAP;8IB4;8IB5;8IB9;8IBA;8IBD;8IBE;8IC2;8IC3;8OLT;8OM1;8PW5;8PW6;8PW7;8RGP;8RGQ;8RGR;8RGT;	ENSMUST00000005647.4;
Q9DCV3	Q9DCV3;		ENSMUST00000033001.6;
Q9DCV6	Q9DCV6;		ENSMUST00000025314.7;ENSMUST00000235904.2;
Q9DCW4	Q9DCW4;		ENSMUST00000004729.5;
Q9DCX8	Q9DCX8;	3GB5;3GFD;3GH8;3TNZ;3TO0;	ENSMUST00000019896.5;
Q9DCZ4	Q9DCZ4;		ENSMUST00000113895.2 [Q9DCZ4-2];ENSMUST00000113896.8 [Q9DCZ4-2];ENSMUST00000113897.9 [Q9DCZ4-3];ENSMUST00000113898.8 [Q9DCZ4-1];
Q9DD02	Q9DD02;		ENSMUST00000075010.12 [Q9DD02-2];ENSMUST00000153470.9 [Q9DD02-1];
Q9DD03	Q9DD03;		ENSMUST00000065418.7;
Q9DD06	Q9DD06;		ENSMUST00000204267.3;ENSMUST00000204930.3;
Q9EP52	Q9EP52;		ENSMUST00000024906.6;ENSMUST00000233580.2;
Q9EP53	Q9EP53;		ENSMUST00000028155.12 [Q9EP53-2];ENSMUST00000113867.9 [Q9EP53-3];ENSMUST00000113869.8 [Q9EP53-1];ENSMUST00000113870.3 [Q9EP53-2];
Q9EP64	Q9EP64;		ENSMUST00000033602.9;
Q9EP66	Q9EP66;		ENSMUST00000057145.7;
Q9EP69	Q9EP69;		ENSMUST00000026270.9;ENSMUST00000238984.2;
Q9EP71	Q9EP71;		ENSMUST00000090339.11;ENSMUST00000169385.3;
Q9EP73	Q9EP73;	6SRU;	ENSMUST00000016640.8;
Q9EP78	Q9EP78;		ENSMUST00000044138.8;
Q9EP95	Q9EP95;		ENSMUST00000238847.2;
Q9EP96	Q9EP96;		ENSMUST00000032364.14 [Q9EP96-1];ENSMUST00000165990.8 [Q9EP96-1];
Q9EP97	Q9EP97;		ENSMUST00000005336.9;ENSMUST00000066760.8;
Q9EP98	Q9EP98;		
Q9EPA7	Q9EPA7;		ENSMUST00000030845.13;ENSMUST00000105693.2;
Q9EPB4	Q9EPB4;	2N1F;	ENSMUST00000033056.5;
Q9EPB7	Q9EPB7;		ENSMUST00000090473.7;
Q9EPC1	Q9EPC1;		ENSMUST00000033030.14;ENSMUST00000106643.8;
Q9EPC2	Q9EPC2;		ENSMUST00000000186.9;
Q9EPK2	Q9EPK2;		ENSMUST00000033372.13 [Q9EPK2-1];ENSMUST00000115387.8 [Q9EPK2-4];ENSMUST00000115391.8 [Q9EPK2-1];ENSMUST00000133619.2 [Q9EPK2-3];ENSMUST00000134349.8 [Q9EPK2-2];
Q9EPK5	Q9EPK5;	5GN0;	ENSMUST00000029380.14 [Q9EPK5-1];ENSMUST00000120977.2 [Q9EPK5-2];
Q9EPK8	Q9EPK8;	8J1B;8J1D;8J1F;8J1H;8JKM;	ENSMUST00000071968.9;ENSMUST00000112225.8;
Q9EPL0	Q9EPL0;		ENSMUST00000116349.9;
Q9EPL2	Q9EPL2;	6F9I;	ENSMUST00000039144.7 [Q9EPL2-1];ENSMUST00000105691.8 [Q9EPL2-2];
Q9EPL4	Q9EPL4;		ENSMUST00000033163.8;
Q9EPL5	Q9EPL5;		ENSMUST00000217651.3;
Q9EPL8	Q9EPL8;		ENSMUST00000084731.5;
Q9EPM5	Q9EPM5;		ENSMUST00000102599.4 [Q9EPM5-1];
Q9EPN1			ENSMUST00000029374.8 [Q9EPN1-1];
Q9EPQ1	Q9EPQ1;		ENSMUST00000059349.6;ENSMUST00000197315.5;
Q9EPQ2	Q9EPQ2;		ENSMUST00000111603.10 [Q9EPQ2-1];
Q9EPQ8	Q9EPQ8;		ENSMUST00000048966.7 [Q9EPQ8-2];ENSMUST00000109510.10 [Q9EPQ8-1];
Q9EPR2	Q9EPR2;		ENSMUST00000029629.15 [Q9EPR2-1];ENSMUST00000061165.9 [Q9EPR2-2];
Q9EPR4	Q9EPR4;		ENSMUST00000028815.15 [Q9EPR4-1];
Q9EPR5	Q9EPR5;	6FFY;6FG9;	ENSMUST00000037370.14;
Q9EPS3	Q9EPS3;		ENSMUST00000034785.8;ENSMUST00000185675.7;
Q9EPT5	Q9EPT5;		ENSMUST00000035148.13 [Q9EPT5-1];ENSMUST00000188664.2 [Q9EPT5-2];
Q9EPU0	Q9EPU0;		ENSMUST00000075666.8 [Q9EPU0-1];ENSMUST00000215817.2 [Q9EPU0-2];
Q9EPU5	Q9EPU5;	4YN0;	ENSMUST00000024708.6;
Q9EPW0	Q9EPW0;		
Q9EPW2	Q9EPW2;		ENSMUST00000032174.12;ENSMUST00000113530.4;ENSMUST00000203039.3;ENSMUST00000203607.2;
Q9EPW9	Q9EPW9;	3A79;	ENSMUST00000062315.7;
Q9EPZ6	Q9EPZ6;		
Q9EQ00	Q9EQ00;		ENSMUST00000110408.3;
Q9EQ09	Q9EQ09;		ENSMUST00000032265.13;
Q9EQ14	Q9EQ14;		ENSMUST00000026449.3;
Q9EQ21	Q9EQ21;		ENSMUST00000062620.9;
Q9EQ28	Q9EQ28;		
Q9EQ31	Q9EQ31;		ENSMUST00000039164.4;
Q9EQ32	Q9EQ32;		ENSMUST00000059672.9 [Q9EQ32-1];
Q9EQ61	Q9EQ61;		ENSMUST00000020705.5;
Q9EQ79	Q9EQ79;		
Q9EQ80	Q9EQ80;		ENSMUST00000087521.13;ENSMUST00000171597.2;
Q9EQC1	Q9EQC1;		ENSMUST00000046863.12;
Q9EQC4	Q9EQC4;		ENSMUST00000034796.14;
Q9EQC5	Q9EQC5;		ENSMUST00000236978.2;
Q9EQD0	Q9EQD0;	8S7C;	ENSMUST00000063982.7;ENSMUST00000116133.4;
Q9EQF2	Q9EQF2;		ENSMUST00000031899.14;
Q9EQF4	Q9EQF4;	5EJN;5JYJ;	ENSMUST00000034409.14 [Q9EQF4-1];
Q9EQF5	Q9EQF5;		ENSMUST00000022915.11;ENSMUST00000110306.9;
Q9EQG7	Q9EQG7;	5VEN;5VEO;	ENSMUST00000024756.5;ENSMUST00000154166.8;
Q9EQG9	Q9EQG9;		ENSMUST00000077672.12 [Q9EQG9-1];ENSMUST00000109444.3 [Q9EQG9-2];
Q9EQH2	Q9EQH2;		ENSMUST00000169114.3;
Q9EQH3	Q9EQH3;	6VAB;6VAC;7U6F;8TTA;8TTC;	ENSMUST00000034131.10;
Q9EQH4	Q9EQH4;		ENSMUST00000067103.4 [Q9EQH4-1];ENSMUST00000233121.2 [Q9EQH4-2];ENSMUST00000233174.2 [Q9EQH4-3];
Q9EQH7	Q9EQH7;		ENSMUST00000137404.8 [Q9EQH7-2];
Q9EQJ0	Q9EQJ0;	6C96;6C9A;	ENSMUST00000046426.10 [Q9EQJ0-1];
Q9EQJ9	Q9EQJ9;		ENSMUST00000064371.14 [Q9EQJ9-2];ENSMUST00000122303.2 [Q9EQJ9-2];
Q9EQK7	Q9EQK7;		
Q9EQM0	Q9EQM0;		
Q9EQM6	Q9EQM6;		ENSMUST00000009321.11;
Q9EQN3	Q9EQN3;		ENSMUST00000100539.10;
Q9EQN9	Q9EQN9;		ENSMUST00000044021.12 [Q9EQN9-1];ENSMUST00000159230.8 [Q9EQN9-2];
Q9EQP2	Q9EQP2;	5MTV;5MVF;7SOX;	ENSMUST00000028755.8;
Q9EQQ0	Q9EQQ0;		
Q9EQQ2	Q9EQQ2;		ENSMUST00000025364.6;
Q9EQQ9	Q9EQQ9;		ENSMUST00000026243.5 [Q9EQQ9-1];
Q9EQR3	Q9EQR3;		
